sale_unique_id,item_nbr,item_vendor,item_department,store_nbr,sales_date,sequence_nbr,item_category,sales_qty
100308005-5,100308,503,21,105,2026-08-15,5,,75
100308006-6,100308,503,10,114,2026-08-16,6,,23
100308007-7,100308,503,18,117,2026-08-17,7,,2
100308008-8,100308,503,23,103,2026-08-18,8,,77
100308009-9,100308,503,29,101,2026-08-19,9,,54
100308010-10,100308,503,17,117,2026-08-20,10,,26
100308011-11,100308,503,12,119,2026-08-21,11,,37
100308012-12,100308,503,10,110,2026-08-22,12,,12
100308013-13,100308,503,14,118,2026-08-23,13,,92
100308014-14,100308,503,10,119,2026-08-24,14,,12
100308015-15,100308,503,19,102,2026-08-25,15,,9
100308016-16,100308,503,19,120,2026-08-26,16,,33
100308017-17,100308,503,16,105,2026-08-27,17,,45
100308018-18,100308,503,20,109,2026-08-28,18,,21
100308019-19,100308,503,17,120,2026-08-29,19,,61
100308020-20,100308,503,24,101,2026-08-30,20,,69
100308021-21,100308,503,17,119,2026-08-31,21,,75
100308022-22,100308,503,10,115,2026-09-01,22,,7
100308023-23,100308,503,24,113,2026-09-02,23,,73
100308024-24,100308,503,14,108,2026-09-03,24,,5
100308025-25,100308,503,11,112,2026-09-04,25,,27
100308026-26,100308,503,15,101,2026-09-05,26,,96
100308027-27,100308,503,28,119,2026-09-06,27,,5
100308028-28,100308,503,15,118,2026-09-07,28,,64
100308029-29,100308,503,15,111,2026-09-08,29,,15
100308030-30,100308,503,21,115,2026-09-09,30,,59
100309001-1,100309,503,29,112,2026-08-11,1,,39
100309002-2,100309,503,27,111,2026-08-12,2,,57
100309003-3,100309,503,21,102,2026-08-13,3,,44
100309004-4,100309,503,27,110,2026-08-14,4,,87
100309005-5,100309,503,13,106,2026-08-15,5,,29
100309006-6,100309,503,17,104,2026-08-16,6,,17
100309007-7,100309,503,29,113,2026-08-17,7,,5
100309008-8,100309,503,28,114,2026-08-18,8,,72
100309009-9,100309,503,10,115,2026-08-19,9,,40
100309010-10,100309,503,10,118,2026-08-20,10,,3
100309011-11,100309,503,15,113,2026-08-21,11,,88
100309012-12,100309,503,19,114,2026-08-22,12,,84
100309013-13,100309,503,14,109,2026-08-23,13,,44
100309014-14,100309,503,24,111,2026-08-24,14,,33
100309015-15,100309,503,20,120,2026-08-25,15,,74
100309016-16,100309,503,13,112,2026-08-26,16,,52
100309017-17,100309,503,26,103,2026-08-27,17,,84
100309018-18,100309,503,13,114,2026-08-28,18,,74
100309019-19,100309,503,16,104,2026-08-29,19,,1
100309020-20,100309,503,16,109,2026-08-30,20,,76
100309021-21,100309,503,25,111,2026-08-31,21,,48
100309022-22,100309,503,15,113,2026-09-01,22,,98
100309023-23,100309,503,22,115,2026-09-02,23,,79
100309024-24,100309,503,12,115,2026-09-03,24,,38
100309025-25,100309,503,22,117,2026-09-04,25,,69
100309026-26,100309,503,18,105,2026-09-05,26,,89
100309027-27,100309,503,27,104,2026-09-06,27,,24
100309028-28,100309,503,18,116,2026-09-07,28,,23
100309029-29,100309,503,23,109,2026-09-08,29,,26
100309030-30,100309,503,23,106,2026-09-09,30,,61
100310001-1,100310,503,20,106,2026-08-11,1,,82
100310002-2,100310,503,27,101,2026-08-12,2,,27
100310003-3,100310,503,27,113,2026-08-13,3,,21
100310004-4,100310,503,17,113,2026-08-14,4,,90
100310005-5,100310,503,11,117,2026-08-15,5,,81
100310006-6,100310,503,25,112,2026-08-16,6,,36
100310007-7,100310,503,24,109,2026-08-17,7,,74
100310008-8,100310,503,28,111,2026-08-18,8,,4
100310009-9,100310,503,23,113,2026-08-19,9,,49
100310010-10,100310,503,10,109,2026-08-20,10,,17
100310011-11,100310,503,21,105,2026-08-21,11,,68
100310012-12,100310,503,26,101,2026-08-22,12,,18
100310013-13,100310,503,13,103,2026-08-23,13,,68
100310014-14,100310,503,29,101,2026-08-24,14,,31
100310015-15,100310,503,15,106,2026-08-25,15,,14
100310016-16,100310,503,18,102,2026-08-26,16,,72
100310017-17,100310,503,28,110,2026-08-27,17,,75
100310018-18,100310,503,17,101,2026-08-28,18,,44
100310019-19,100310,503,10,101,2026-08-29,19,,14
100310020-20,100310,503,23,101,2026-08-30,20,,88
100310021-21,100310,503,15,118,2026-08-31,21,,9
100310022-22,100310,503,22,113,2026-09-01,22,,77
100310023-23,100310,503,20,109,2026-09-02,23,,82
100310024-24,100310,503,28,108,2026-09-03,24,,10
100310025-25,100310,503,21,119,2026-09-04,25,,89
100310026-26,100310,503,22,119,2026-09-05,26,,55
100310027-27,100310,503,23,116,2026-09-06,27,,66
100310028-28,100310,503,15,101,2026-09-07,28,,10
100310029-29,100310,503,11,108,2026-09-08,29,,50
100310030-30,100310,503,21,118,2026-09-09,30,,34
100401001-1,100401,504,20,102,2026-08-11,1,,53
100401002-2,100401,504,28,102,2026-08-12,2,,15
100401003-3,100401,504,27,107,2026-08-13,3,,59
100401004-4,100401,504,22,105,2026-08-14,4,,35
100401005-5,100401,504,19,111,2026-08-15,5,,21
100401006-6,100401,504,25,111,2026-08-16,6,,83
100401007-7,100401,504,20,105,2026-08-17,7,,97
100401008-8,100401,504,17,117,2026-08-18,8,,92
100401009-9,100401,504,12,120,2026-08-19,9,,57
100401010-10,100401,504,26,105,2026-08-20,10,,96
100401011-11,100401,504,26,118,2026-08-21,11,,74
100401012-12,100401,504,28,106,2026-08-22,12,,2
100401013-13,100401,504,26,102,2026-08-23,13,,36
100401014-14,100401,504,21,115,2026-08-24,14,,98
100401015-15,100401,504,12,108,2026-08-25,15,,28
100401016-16,100401,504,21,120,2026-08-26,16,,29
100401017-17,100401,504,24,104,2026-08-27,17,,19
100401018-18,100401,504,25,109,2026-08-28,18,,35
100401019-19,100401,504,10,101,2026-08-29,19,,5
100401020-20,100401,504,13,117,2026-08-30,20,,50
100401021-21,100401,504,14,116,2026-08-31,21,,6
100401022-22,100401,504,22,116,2026-09-01,22,,64
100401023-23,100401,504,13,111,2026-09-02,23,,100
100401024-24,100401,504,25,103,2026-09-03,24,,34
100401025-25,100401,504,19,108,2026-09-04,25,,18
100401026-26,100401,504,11,102,2026-09-05,26,,46
100401027-27,100401,504,21,119,2026-09-06,27,,33
100401028-28,100401,504,12,114,2026-09-07,28,,83
100401029-29,100401,504,20,106,2026-09-08,29,,73
100401030-30,100401,504,20,110,2026-09-09,30,,51
100402001-1,100402,504,18,113,2026-08-11,1,,65
100402002-2,100402,504,11,114,2026-08-12,2,,74
100402003-3,100402,504,11,119,2026-08-13,3,,6
100402004-4,100402,504,17,116,2026-08-14,4,,93
100402005-5,100402,504,15,106,2026-08-15,5,,7
100402006-6,100402,504,27,107,2026-08-16,6,,42
100402007-7,100402,504,21,113,2026-08-17,7,,62
100402008-8,100402,504,18,108,2026-08-18,8,,40
100402009-9,100402,504,24,103,2026-08-19,9,,1
100402010-10,100402,504,16,102,2026-08-20,10,,64
100402011-11,100402,504,29,105,2026-08-21,11,,35
100402012-12,100402,504,25,107,2026-08-22,12,,5
100402013-13,100402,504,14,113,2026-08-23,13,,39
100402014-14,100402,504,23,116,2026-08-24,14,,80
100402015-15,100402,504,29,105,2026-08-25,15,,94
100402016-16,100402,504,13,108,2026-08-26,16,,12
100402017-17,100402,504,25,120,2026-08-27,17,,11
100402018-18,100402,504,14,104,2026-08-28,18,,5
100402019-19,100402,504,29,116,2026-08-29,19,,48
100402020-20,100402,504,16,113,2026-08-30,20,,72
100402021-21,100402,504,26,105,2026-08-31,21,,34
100402022-22,100402,504,12,112,2026-09-01,22,,88
100402023-23,100402,504,10,116,2026-09-02,23,,86
100402024-24,100402,504,19,117,2026-09-03,24,,97
100402025-25,100402,504,28,104,2026-09-04,25,,91
100402026-26,100402,504,27,110,2026-09-05,26,,91
100402027-27,100402,504,22,109,2026-09-06,27,,52
100402028-28,100402,504,13,103,2026-09-07,28,,41
100402029-29,100402,504,27,113,2026-09-08,29,,77
100402030-30,100402,504,23,112,2026-09-09,30,,47
100403001-1,100403,504,16,113,2026-08-11,1,,90
100403002-2,100403,504,11,115,2026-08-12,2,,86
100403003-3,100403,504,19,119,2026-08-13,3,,68
100403004-4,100403,504,28,107,2026-08-14,4,,24
100403005-5,100403,504,27,109,2026-08-15,5,,99
100403006-6,100403,504,26,118,2026-08-16,6,,68
100403007-7,100403,504,22,115,2026-08-17,7,,49
100403008-8,100403,504,25,119,2026-08-18,8,,37
100403009-9,100403,504,15,101,2026-08-19,9,,33
100403010-10,100403,504,29,115,2026-08-20,10,,98
100403011-11,100403,504,10,120,2026-08-21,11,,36
100403012-12,100403,504,11,120,2026-08-22,12,,70
100403013-13,100403,504,28,102,2026-08-23,13,,98
100403014-14,100403,504,22,112,2026-08-24,14,,81
100403015-15,100403,504,20,107,2026-08-25,15,,55
100403016-16,100403,504,28,120,2026-08-26,16,,46
100403017-17,100403,504,12,109,2026-08-27,17,,60
100403018-18,100403,504,11,109,2026-08-28,18,,67
100403019-19,100403,504,20,118,2026-08-29,19,,46
100403020-20,100403,504,15,107,2026-08-30,20,,27
100403021-21,100403,504,18,110,2026-08-31,21,,80
100403022-22,100403,504,16,118,2026-09-01,22,,25
100403023-23,100403,504,16,117,2026-09-02,23,,77
100403024-24,100403,504,13,120,2026-09-03,24,,22
100403025-25,100403,504,26,102,2026-09-04,25,,96
100403026-26,100403,504,22,115,2026-09-05,26,,74
100403027-27,100403,504,16,104,2026-09-06,27,,45
100403028-28,100403,504,15,120,2026-09-07,28,,33
100403029-29,100403,504,11,119,2026-09-08,29,,88
100403030-30,100403,504,29,117,2026-09-09,30,,65
100404001-1,100404,504,17,112,2026-08-11,1,,58
100404002-2,100404,504,21,117,2026-08-12,2,,85
100404003-3,100404,504,25,120,2026-08-13,3,,14
100404004-4,100404,504,19,118,2026-08-14,4,,64
100404005-5,100404,504,29,118,2026-08-15,5,,41
100404006-6,100404,504,16,104,2026-08-16,6,,27
100404007-7,100404,504,10,107,2026-08-17,7,,44
100404008-8,100404,504,26,113,2026-08-18,8,,45
100404009-9,100404,504,25,120,2026-08-19,9,,86
100404010-10,100404,504,15,117,2026-08-20,10,,85
100404011-11,100404,504,29,111,2026-08-21,11,,39
100404012-12,100404,504,28,109,2026-08-22,12,,6
100404013-13,100404,504,14,119,2026-08-23,13,,63
100404014-14,100404,504,29,111,2026-08-24,14,,78
100404015-15,100404,504,13,111,2026-08-25,15,,10
100404016-16,100404,504,18,114,2026-08-26,16,,91
100404017-17,100404,504,15,103,2026-08-27,17,,96
100404018-18,100404,504,17,114,2026-08-28,18,,4
100404019-19,100404,504,26,111,2026-08-29,19,,60
100404020-20,100404,504,26,119,2026-08-30,20,,98
100404021-21,100404,504,18,119,2026-08-31,21,,71
100404022-22,100404,504,28,101,2026-09-01,22,,75
100404023-23,100404,504,22,107,2026-09-02,23,,87
100404024-24,100404,504,25,111,2026-09-03,24,,14
100404025-25,100404,504,19,110,2026-09-04,25,,23
100404026-26,100404,504,15,108,2026-09-05,26,,60
100404027-27,100404,504,19,109,2026-09-06,27,,49
100404028-28,100404,504,16,108,2026-09-07,28,,82
100404029-29,100404,504,20,119,2026-09-08,29,,37
100404030-30,100404,504,24,115,2026-09-09,30,,9
100405001-1,100405,504,12,118,2026-08-11,1,,65
100405002-2,100405,504,17,116,2026-08-12,2,,33
100405003-3,100405,504,22,107,2026-08-13,3,,11
100405004-4,100405,504,28,108,2026-08-14,4,,98
100405005-5,100405,504,23,111,2026-08-15,5,,86
100405006-6,100405,504,25,103,2026-08-16,6,,54
100405007-7,100405,504,16,119,2026-08-17,7,,72
100405008-8,100405,504,10,118,2026-08-18,8,,14
100405009-9,100405,504,26,110,2026-08-19,9,,22
100405010-10,100405,504,28,104,2026-08-20,10,,53
100405011-11,100405,504,26,115,2026-08-21,11,,55
100405012-12,100405,504,10,102,2026-08-22,12,,17
100405013-13,100405,504,14,108,2026-08-23,13,,26
100405014-14,100405,504,25,106,2026-08-24,14,,20
100405015-15,100405,504,22,108,2026-08-25,15,,83
100405016-16,100405,504,12,115,2026-08-26,16,,11
100405017-17,100405,504,19,104,2026-08-27,17,,83
100405018-18,100405,504,22,110,2026-08-28,18,,36
100405019-19,100405,504,12,103,2026-08-29,19,,41
100405020-20,100405,504,29,107,2026-08-30,20,,48
100405021-21,100405,504,20,103,2026-08-31,21,,34
100405022-22,100405,504,16,119,2026-09-01,22,,46
100405023-23,100405,504,25,110,2026-09-02,23,,72
100405024-24,100405,504,26,111,2026-09-03,24,,55
100405025-25,100405,504,10,101,2026-09-04,25,,12
100405026-26,100405,504,26,111,2026-09-05,26,,11
100405027-27,100405,504,28,105,2026-09-06,27,,37
100405028-28,100405,504,29,115,2026-09-07,28,,57
100405029-29,100405,504,14,113,2026-09-08,29,,62
100405030-30,100405,504,12,116,2026-09-09,30,,59
100406001-1,100406,504,16,108,2026-08-11,1,,23
100406002-2,100406,504,24,113,2026-08-12,2,,8
100406003-3,100406,504,18,101,2026-08-13,3,,65
100406004-4,100406,504,13,109,2026-08-14,4,,66
100406005-5,100406,504,21,113,2026-08-15,5,,42
100406006-6,100406,504,14,114,2026-08-16,6,,5
100406007-7,100406,504,10,101,2026-08-17,7,,19
100406008-8,100406,504,18,102,2026-08-18,8,,4
100406009-9,100406,504,10,112,2026-08-19,9,,20
100406010-10,100406,504,24,115,2026-08-20,10,,72
100406011-11,100406,504,24,114,2026-08-21,11,,45
100406012-12,100406,504,28,109,2026-08-22,12,,14
100406013-13,100406,504,11,118,2026-08-23,13,,85
100406014-14,100406,504,10,110,2026-08-24,14,,48
100406015-15,100406,504,13,112,2026-08-25,15,,77
100406016-16,100406,504,13,111,2026-08-26,16,,9
100406017-17,100406,504,16,112,2026-08-27,17,,74
100406018-18,100406,504,20,101,2026-08-28,18,,89
100406019-19,100406,504,22,103,2026-08-29,19,,63
100406020-20,100406,504,11,107,2026-08-30,20,,62
100406021-21,100406,504,26,118,2026-08-31,21,,32
100406022-22,100406,504,15,112,2026-09-01,22,,68
100406023-23,100406,504,13,108,2026-09-02,23,,41
100406024-24,100406,504,28,110,2026-09-03,24,,53
100406025-25,100406,504,27,117,2026-09-04,25,,4
100406026-26,100406,504,10,101,2026-09-05,26,,95
100406027-27,100406,504,25,110,2026-09-06,27,,16
100406028-28,100406,504,21,120,2026-09-07,28,,20
100406029-29,100406,504,23,106,2026-09-08,29,,62
100406030-30,100406,504,12,117,2026-09-09,30,,44
100407001-1,100407,504,17,103,2026-08-11,1,,22
100407002-2,100407,504,23,102,2026-08-12,2,,3
100407003-3,100407,504,15,111,2026-08-13,3,,50
100407004-4,100407,504,10,112,2026-08-14,4,,37
100407005-5,100407,504,10,120,2026-08-15,5,,50
100407006-6,100407,504,11,115,2026-08-16,6,,12
100407007-7,100407,504,10,119,2026-08-17,7,,99
100407008-8,100407,504,21,120,2026-08-18,8,,68
100407009-9,100407,504,17,111,2026-08-19,9,,93
100407010-10,100407,504,10,109,2026-08-20,10,,75
100407011-11,100407,504,29,120,2026-08-21,11,,68
100407012-12,100407,504,24,107,2026-08-22,12,,58
100407013-13,100407,504,27,105,2026-08-23,13,,54
100407014-14,100407,504,22,109,2026-08-24,14,,82
100407015-15,100407,504,14,113,2026-08-25,15,,84
100407016-16,100407,504,23,114,2026-08-26,16,,94
100407017-17,100407,504,10,104,2026-08-27,17,,12
100407018-18,100407,504,10,118,2026-08-28,18,,23
100407019-19,100407,504,25,106,2026-08-29,19,,23
100407020-20,100407,504,20,103,2026-08-30,20,,76
100407021-21,100407,504,11,115,2026-08-31,21,,59
100407022-22,100407,504,27,101,2026-09-01,22,,29
100407023-23,100407,504,25,113,2026-09-02,23,,20
100407024-24,100407,504,21,111,2026-09-03,24,,30
100407025-25,100407,504,13,116,2026-09-04,25,,29
100407026-26,100407,504,27,117,2026-09-05,26,,55
100407027-27,100407,504,27,119,2026-09-06,27,,87
100407028-28,100407,504,24,118,2026-09-07,28,,61
100407029-29,100407,504,16,107,2026-09-08,29,,87
100407030-30,100407,504,23,101,2026-09-09,30,,55
100408001-1,100408,504,18,119,2026-08-11,1,,24
100408002-2,100408,504,19,112,2026-08-12,2,,55
100408003-3,100408,504,20,110,2026-08-13,3,,20
100408004-4,100408,504,12,117,2026-08-14,4,,86
100408005-5,100408,504,20,110,2026-08-15,5,,87
100408006-6,100408,504,18,107,2026-08-16,6,,85
100408007-7,100408,504,11,120,2026-08-17,7,,78
100408008-8,100408,504,15,119,2026-08-18,8,,23
100408009-9,100408,504,27,112,2026-08-19,9,,64
100408010-10,100408,504,16,118,2026-08-20,10,,16
100408011-11,100408,504,27,114,2026-08-21,11,,54
100408012-12,100408,504,18,103,2026-08-22,12,,50
100408013-13,100408,504,12,106,2026-08-23,13,,92
100408014-14,100408,504,15,119,2026-08-24,14,,1
100408015-15,100408,504,15,110,2026-08-25,15,,15
100408016-16,100408,504,20,119,2026-08-26,16,,22
100408017-17,100408,504,11,114,2026-08-27,17,,79
100408018-18,100408,504,16,112,2026-08-28,18,,77
100408019-19,100408,504,20,102,2026-08-29,19,,9
100408020-20,100408,504,15,120,2026-08-30,20,,19
100408021-21,100408,504,27,105,2026-08-31,21,,98
100408022-22,100408,504,27,114,2026-09-01,22,,24
100408023-23,100408,504,20,103,2026-09-02,23,,29
100408024-24,100408,504,19,108,2026-09-03,24,,1
100408025-25,100408,504,18,107,2026-09-04,25,,90
100408026-26,100408,504,14,114,2026-09-05,26,,65
100408027-27,100408,504,28,108,2026-09-06,27,,10
100408028-28,100408,504,13,111,2026-09-07,28,,68
100408029-29,100408,504,23,103,2026-09-08,29,,9
100408030-30,100408,504,25,103,2026-09-09,30,,32
100409001-1,100409,504,15,101,2026-08-11,1,,90
100409002-2,100409,504,18,114,2026-08-12,2,,42
100409003-3,100409,504,25,116,2026-08-13,3,,12
100409004-4,100409,504,28,120,2026-08-14,4,,61
100409005-5,100409,504,18,104,2026-08-15,5,,63
100409006-6,100409,504,27,118,2026-08-16,6,,62
100409007-7,100409,504,27,119,2026-08-17,7,,68
100409008-8,100409,504,28,112,2026-08-18,8,,45
100409009-9,100409,504,23,105,2026-08-19,9,,30
100409010-10,100409,504,16,105,2026-08-20,10,,96
100409011-11,100409,504,28,111,2026-08-21,11,,100
100409012-12,100409,504,14,113,2026-08-22,12,,20
100409013-13,100409,504,19,103,2026-08-23,13,,24
100409014-14,100409,504,13,106,2026-08-24,14,,71
100409015-15,100409,504,10,104,2026-08-25,15,,50
100409016-16,100409,504,14,111,2026-08-26,16,,79
100409017-17,100409,504,20,101,2026-08-27,17,,84
100409018-18,100409,504,17,118,2026-08-28,18,,54
100409019-19,100409,504,22,119,2026-08-29,19,,63
100409020-20,100409,504,11,120,2026-08-30,20,,36
100409021-21,100409,504,21,118,2026-08-31,21,,37
100409022-22,100409,504,15,112,2026-09-01,22,,41
100409023-23,100409,504,23,107,2026-09-02,23,,53
100409024-24,100409,504,13,115,2026-09-03,24,,98
100409025-25,100409,504,14,115,2026-09-04,25,,46
100409026-26,100409,504,15,106,2026-09-05,26,,40
100409027-27,100409,504,20,118,2026-09-06,27,,77
100409028-28,100409,504,19,110,2026-09-07,28,,64
100409029-29,100409,504,16,109,2026-09-08,29,,48
100409030-30,100409,504,12,116,2026-09-09,30,,37
100410001-1,100410,504,25,117,2026-08-11,1,,81
100410002-2,100410,504,25,112,2026-08-12,2,,88
100410003-3,100410,504,15,106,2026-08-13,3,,74
100410004-4,100410,504,22,114,2026-08-14,4,,82
100410005-5,100410,504,16,111,2026-08-15,5,,51
100410006-6,100410,504,15,116,2026-08-16,6,,52
100410007-7,100410,504,27,108,2026-08-17,7,,56
100410008-8,100410,504,17,107,2026-08-18,8,,57
100410009-9,100410,504,22,104,2026-08-19,9,,62
100410010-10,100410,504,25,117,2026-08-20,10,,56
100410011-11,100410,504,22,119,2026-08-21,11,,74
100410012-12,100410,504,26,102,2026-08-22,12,,61
100410013-13,100410,504,24,114,2026-08-23,13,,98
100410014-14,100410,504,25,105,2026-08-24,14,,80
100410015-15,100410,504,16,118,2026-08-25,15,,22
100410016-16,100410,504,16,107,2026-08-26,16,,12
100410017-17,100410,504,26,112,2026-08-27,17,,14
100410018-18,100410,504,25,101,2026-08-28,18,,3
100410019-19,100410,504,19,114,2026-08-29,19,,32
100410020-20,100410,504,14,108,2026-08-30,20,,32
100410021-21,100410,504,12,118,2026-08-31,21,,80
100410022-22,100410,504,20,112,2026-09-01,22,,83
100410023-23,100410,504,19,109,2026-09-02,23,,88
100410024-24,100410,504,22,118,2026-09-03,24,,53
100410025-25,100410,504,15,105,2026-09-04,25,,42
100410026-26,100410,504,20,105,2026-09-05,26,,60
100410027-27,100410,504,23,107,2026-09-06,27,,60
100410028-28,100410,504,15,111,2026-09-07,28,,62
100410029-29,100410,504,22,105,2026-09-08,29,,79
100410030-30,100410,504,23,105,2026-09-09,30,,6
100501001-1,100501,505,16,111,2026-08-11,1,,43
100501002-2,100501,505,15,106,2026-08-12,2,,45
100501003-3,100501,505,26,116,2026-08-13,3,,95
100501004-4,100501,505,13,114,2026-08-14,4,,88
100501005-5,100501,505,11,106,2026-08-15,5,,33
100501006-6,100501,505,18,111,2026-08-16,6,,22
100501007-7,100501,505,18,110,2026-08-17,7,,39
100501008-8,100501,505,19,103,2026-08-18,8,,50
100501009-9,100501,505,27,103,2026-08-19,9,,73
100501010-10,100501,505,14,118,2026-08-20,10,,87
100501011-11,100501,505,29,119,2026-08-21,11,,66
100501012-12,100501,505,13,104,2026-08-22,12,,57
100501013-13,100501,505,15,115,2026-08-23,13,,91
100501014-14,100501,505,29,104,2026-08-24,14,,67
100501015-15,100501,505,13,109,2026-08-25,15,,23
100501016-16,100501,505,23,103,2026-08-26,16,,84
100501017-17,100501,505,14,118,2026-08-27,17,,29
100501018-18,100501,505,18,117,2026-08-28,18,,44
100501019-19,100501,505,13,120,2026-08-29,19,,2
100501020-20,100501,505,22,104,2026-08-30,20,,53
100501021-21,100501,505,12,113,2026-08-31,21,,20
100501022-22,100501,505,14,101,2026-09-01,22,,51
100501023-23,100501,505,12,112,2026-09-02,23,,92
100501024-24,100501,505,10,108,2026-09-03,24,,24
100501025-25,100501,505,15,107,2026-09-04,25,,65
100501026-26,100501,505,19,109,2026-09-05,26,,1
100501027-27,100501,505,20,111,2026-09-06,27,,80
100501028-28,100501,505,10,105,2026-09-07,28,,93
100501029-29,100501,505,17,115,2026-09-08,29,,51
100501030-30,100501,505,14,109,2026-09-09,30,,88
100502001-1,100502,505,23,113,2026-08-11,1,,23
100502002-2,100502,505,29,107,2026-08-12,2,,10
100502003-3,100502,505,25,104,2026-08-13,3,,26
100502004-4,100502,505,10,115,2026-08-14,4,,71
100502005-5,100502,505,18,105,2026-08-15,5,,61
100502006-6,100502,505,13,104,2026-08-16,6,,91
100502007-7,100502,505,13,118,2026-08-17,7,,7
100502008-8,100502,505,19,103,2026-08-18,8,,57
100502009-9,100502,505,28,111,2026-08-19,9,,87
100502010-10,100502,505,18,104,2026-08-20,10,,91
100502011-11,100502,505,22,113,2026-08-21,11,,99
100502012-12,100502,505,26,101,2026-08-22,12,,41
100502013-13,100502,505,11,101,2026-08-23,13,,91
100502014-14,100502,505,23,104,2026-08-24,14,,95
100502015-15,100502,505,28,119,2026-08-25,15,,34
100502016-16,100502,505,11,102,2026-08-26,16,,12
100502017-17,100502,505,24,119,2026-08-27,17,,69
100502018-18,100502,505,22,120,2026-08-28,18,,67
100502019-19,100502,505,17,110,2026-08-29,19,,22
100502020-20,100502,505,17,108,2026-08-30,20,,11
100502021-21,100502,505,15,119,2026-08-31,21,,87
100502022-22,100502,505,14,108,2026-09-01,22,,50
100502023-23,100502,505,11,111,2026-09-02,23,,78
100502024-24,100502,505,12,120,2026-09-03,24,,33
100502025-25,100502,505,13,106,2026-09-04,25,,80
100502026-26,100502,505,28,114,2026-09-05,26,,80
100502027-27,100502,505,26,108,2026-09-06,27,,46
100502028-28,100502,505,15,109,2026-09-07,28,,22
100502029-29,100502,505,24,107,2026-09-08,29,,26
100502030-30,100502,505,13,117,2026-09-09,30,,68
100503001-1,100503,505,16,120,2026-08-11,1,,79
100503002-2,100503,505,27,116,2026-08-12,2,,72
100503003-3,100503,505,16,113,2026-08-13,3,,18
100503004-4,100503,505,10,103,2026-08-14,4,,94
100503005-5,100503,505,27,117,2026-08-15,5,,75
100503006-6,100503,505,10,108,2026-08-16,6,,45
100503007-7,100503,505,29,103,2026-08-17,7,,52
100503008-8,100503,505,29,120,2026-08-18,8,,29
100503009-9,100503,505,11,108,2026-08-19,9,,83
100503010-10,100503,505,25,109,2026-08-20,10,,55
100503011-11,100503,505,14,120,2026-08-21,11,,58
100503012-12,100503,505,14,105,2026-08-22,12,,76
100503013-13,100503,505,23,104,2026-08-23,13,,94
100503014-14,100503,505,23,108,2026-08-24,14,,49
100503015-15,100503,505,24,108,2026-08-25,15,,29
100503016-16,100503,505,29,119,2026-08-26,16,,94
100503017-17,100503,505,22,101,2026-08-27,17,,54
100503018-18,100503,505,15,108,2026-08-28,18,,36
100503019-19,100503,505,14,116,2026-08-29,19,,36
100503020-20,100503,505,24,113,2026-08-30,20,,40
100503021-21,100503,505,24,106,2026-08-31,21,,7
100503022-22,100503,505,24,115,2026-09-01,22,,43
100503023-23,100503,505,18,101,2026-09-02,23,,3
100503024-24,100503,505,25,101,2026-09-03,24,,83
100503025-25,100503,505,24,103,2026-09-04,25,,34
100503026-26,100503,505,23,111,2026-09-05,26,,3
100503027-27,100503,505,14,114,2026-09-06,27,,100
100503028-28,100503,505,20,105,2026-09-07,28,,55
100503029-29,100503,505,15,112,2026-09-08,29,,60
100503030-30,100503,505,12,114,2026-09-09,30,,62
100504001-1,100504,505,29,118,2026-08-11,1,,73
100504002-2,100504,505,16,119,2026-08-12,2,,23
100504003-3,100504,505,26,113,2026-08-13,3,,14
100504004-4,100504,505,27,106,2026-08-14,4,,90
100504005-5,100504,505,13,116,2026-08-15,5,,45
100504006-6,100504,505,28,109,2026-08-16,6,,40
100504007-7,100504,505,21,104,2026-08-17,7,,31
100504008-8,100504,505,22,116,2026-08-18,8,,74
100504009-9,100504,505,28,115,2026-08-19,9,,73
100504010-10,100504,505,20,111,2026-08-20,10,,55
100504011-11,100504,505,13,101,2026-08-21,11,,6
100504012-12,100504,505,23,108,2026-08-22,12,,89
100504013-13,100504,505,27,113,2026-08-23,13,,16
100504014-14,100504,505,21,104,2026-08-24,14,,67
100504015-15,100504,505,20,116,2026-08-25,15,,63
100504016-16,100504,505,14,113,2026-08-26,16,,22
100504017-17,100504,505,13,115,2026-08-27,17,,98
100504018-18,100504,505,17,114,2026-08-28,18,,86
100504019-19,100504,505,21,101,2026-08-29,19,,4
100504020-20,100504,505,10,109,2026-08-30,20,,5
100504021-21,100504,505,27,112,2026-08-31,21,,77
100504022-22,100504,505,15,106,2026-09-01,22,,56
100504023-23,100504,505,16,111,2026-09-02,23,,25
100504024-24,100504,505,20,107,2026-09-03,24,,40
100504025-25,100504,505,22,102,2026-09-04,25,,26
100504026-26,100504,505,19,120,2026-09-05,26,,64
100504027-27,100504,505,13,106,2026-09-06,27,,65
100504028-28,100504,505,20,118,2026-09-07,28,,94
100504029-29,100504,505,10,110,2026-09-08,29,,63
100504030-30,100504,505,17,108,2026-09-09,30,,73
100505001-1,100505,505,28,109,2026-08-11,1,,50
100505002-2,100505,505,19,112,2026-08-12,2,,42
100505003-3,100505,505,14,117,2026-08-13,3,,2
100505004-4,100505,505,19,117,2026-08-14,4,,12
100505005-5,100505,505,29,102,2026-08-15,5,,53
100505006-6,100505,505,10,116,2026-08-16,6,,4
100505007-7,100505,505,11,120,2026-08-17,7,,66
100505008-8,100505,505,27,102,2026-08-18,8,,52
100505009-9,100505,505,26,105,2026-08-19,9,,56
100505010-10,100505,505,23,105,2026-08-20,10,,10
