SAP_Journal_document_nbr,SAP_Journal_credit_store,SAP_Journal_debit_store,SAP_journal_date,Transaction_Date,SAP_Journal_amount,SAP_Journal_credit_amt,SAP_Journal_debit_amt,SAP_journal_credit_account,SAP_journal_debit_amount,Transaction_Timestamp
ab221a425f1840a6ba37,104,503,2026-09-05,2026-09-05,3461.29,3461.29,3461.29,,,2026-09-11 22:29:06
c06ddcb262e94b61b475,107,503,2026-09-06,2026-09-06,1706.65,1706.65,1706.65,,,2026-09-11 22:29:06
47ebce9d672b4cc794d8,109,503,2026-09-07,2026-09-07,395.43,395.43,395.43,,,2026-09-11 22:29:06
1712fe64470c4963b7ae,120,503,2026-09-08,2026-09-08,809.15,809.15,809.15,,,2026-09-11 22:29:06
6e197537999248f0a78d,113,503,2026-09-09,2026-09-09,99.63,99.63,99.63,,,2026-09-11 22:29:06
690587eece7c49b5aa86,107,503,2026-08-11,2026-08-11,61.52,61.52,61.52,,,2026-09-11 22:29:06
7aca8619f36e4eacbbfa,104,503,2026-08-12,2026-08-12,115.57,115.57,115.57,,,2026-09-11 22:29:06
83ffa7a0d3a74a0ca061,115,503,2026-08-13,2026-08-13,452.61,452.61,452.61,,,2026-09-11 22:29:06
23c97ab76dcf4a0d999e,114,503,2026-08-14,2026-08-14,1726.68,1726.68,1726.68,,,2026-09-11 22:29:06
d01f81ec434f480d92d5,111,503,2026-08-15,2026-08-15,920.21,920.21,920.21,,,2026-09-11 22:29:06
ac8ae67f0754491e82f9,107,503,2026-08-16,2026-08-16,498.72,498.72,498.72,,,2026-09-11 22:29:06
b8bf9b80c6be41cd971b,104,503,2026-08-17,2026-08-17,2066.99,2066.99,2066.99,,,2026-09-11 22:29:06
204ab8fde8bf43cfaf35,110,503,2026-08-18,2026-08-18,195.65,195.65,195.65,,,2026-09-11 22:29:06
9bfde5c712e641b3ae97,109,503,2026-08-19,2026-08-19,367.7,367.7,367.7,,,2026-09-11 22:29:06
9443a7cdcd56480d819e,108,503,2026-08-20,2026-08-20,136.39,136.39,136.39,,,2026-09-11 22:29:06
34b9e0b0db6f402b927a,112,503,2026-08-21,2026-08-21,3306.05,3306.05,3306.05,,,2026-09-11 22:29:06
40361489f374489c8398,114,503,2026-08-22,2026-08-22,2366.73,2366.73,2366.73,,,2026-09-11 22:29:06
fa3ad723ef7e4c9ab415,105,503,2026-08-23,2026-08-23,1595.56,1595.56,1595.56,,,2026-09-11 22:29:06
ed43c1b2440345ae80df,119,503,2026-08-24,2026-08-24,89.79,89.79,89.79,,,2026-09-11 22:29:06
75b5c2b217e143b896b9,106,503,2026-08-25,2026-08-25,2145.29,2145.29,2145.29,,,2026-09-11 22:29:06
7e81578a8dd348edaa69,114,503,2026-08-26,2026-08-26,21.43,21.43,21.43,,,2026-09-11 22:29:06
3c2f101c8f4344eb9279,116,503,2026-08-27,2026-08-27,36.96,36.96,36.96,,,2026-09-11 22:29:06
1f03b8fd37924427be6b,104,503,2026-08-28,2026-08-28,175.94,175.94,175.94,,,2026-09-11 22:29:06
60022476a6764e9db970,117,503,2026-08-29,2026-08-29,940.46,940.46,940.46,,,2026-09-11 22:29:06
d4408926dfee48199cdd,101,503,2026-08-30,2026-08-30,2753.83,2753.83,2753.83,,,2026-09-11 22:29:06
3a64c34664434cd38219,105,503,2026-08-31,2026-08-31,163.43,163.43,163.43,,,2026-09-11 22:29:06
a023df938387440abbb0,118,503,2026-09-01,2026-09-01,2051.74,2051.74,2051.74,,,2026-09-11 22:29:06
a1bc7aaf6e7446388152,111,503,2026-09-02,2026-09-02,2203.02,2203.02,2203.02,,,2026-09-11 22:29:06
32a9bd9e4e4b43c1a55e,101,503,2026-09-03,2026-09-03,96.73,96.73,96.73,,,2026-09-11 22:29:06
ffc5380f7bf140d99d92,120,503,2026-09-04,2026-09-04,580.74,580.74,580.74,,,2026-09-11 22:29:06
93417555e6614590b36a,107,503,2026-09-05,2026-09-05,639.61,639.61,639.61,,,2026-09-11 22:29:06
0d31714f360c406bb014,116,503,2026-09-06,2026-09-06,547.16,547.16,547.16,,,2026-09-11 22:29:06
808bf212a5ca40cea365,114,503,2026-09-07,2026-09-07,135.51,135.51,135.51,,,2026-09-11 22:29:06
fcdda6ea29614fa78e9d,119,503,2026-09-08,2026-09-08,3046.5,3046.5,3046.5,,,2026-09-11 22:29:06
c388665b3a494826b9b3,108,503,2026-09-09,2026-09-09,790.41,790.41,790.41,,,2026-09-11 22:29:06
84f50e76821041eb836c,113,503,2026-08-11,2026-08-11,1078.5,1078.5,1078.5,,,2026-09-11 22:29:06
7ee394a0dc044cdfbef4,116,503,2026-08-12,2026-08-12,361.31,361.31,361.31,,,2026-09-11 22:29:06
3980d6f12a9e4eb1af0a,119,503,2026-08-13,2026-08-13,7.21,7.21,7.21,,,2026-09-11 22:29:06
ef8572314fdf41d4852e,102,503,2026-08-14,2026-08-14,1649.82,1649.82,1649.82,,,2026-09-11 22:29:06
17469dc5583f41298f80,105,503,2026-08-15,2026-08-15,2801.41,2801.41,2801.41,,,2026-09-11 22:29:06
e59327f7564a4661a675,114,503,2026-08-16,2026-08-16,678.47,678.47,678.47,,,2026-09-11 22:29:06
36696bbbfaed430aa0b2,117,503,2026-08-17,2026-08-17,7.97,7.97,7.97,,,2026-09-11 22:29:06
98b45e5225b445738a1a,103,503,2026-08-18,2026-08-18,1905.3,1905.3,1905.3,,,2026-09-11 22:29:06
024cca4909e043c9bbe7,101,503,2026-08-19,2026-08-19,1412.97,1412.97,1412.97,,,2026-09-11 22:29:06
fbeb80d1998e4a00b61f,117,503,2026-08-20,2026-08-20,208.13,208.13,208.13,,,2026-09-11 22:29:06
ee6008774d994bf19bb6,119,503,2026-08-21,2026-08-21,981.59,981.59,981.59,,,2026-09-11 22:29:06
772bf6f3978b4822bffc,110,503,2026-08-22,2026-08-22,295.82,295.82,295.82,,,2026-09-11 22:29:06
c206eaeb1bbb4a1d96ad,118,503,2026-08-23,2026-08-23,2214.97,2214.97,2214.97,,,2026-09-11 22:29:06
7d0cdf0ae49a4dbcb935,119,503,2026-08-24,2026-08-24,262.19,262.19,262.19,,,2026-09-11 22:29:06
30334bb6aebb42bfa1d7,102,503,2026-08-25,2026-08-25,347.45,347.45,347.45,,,2026-09-11 22:29:06
12b3739b68d042049c72,120,503,2026-08-26,2026-08-26,36.82,36.82,36.82,,,2026-09-11 22:29:06
ae6ccef1fcaf4a37b917,105,503,2026-08-27,2026-08-27,756.66,756.66,756.66,,,2026-09-11 22:29:06
a8e4a6148e7742d9a05b,109,503,2026-08-28,2026-08-28,589.38,589.38,589.38,,,2026-09-11 22:29:06
ae42f7f2b1594d74b841,120,503,2026-08-29,2026-08-29,65.16,65.16,65.16,,,2026-09-11 22:29:06
aaa75fa34d3d45b19864,101,503,2026-08-30,2026-08-30,2338.78,2338.78,2338.78,,,2026-09-11 22:29:06
683469073dfd4308940b,119,503,2026-08-31,2026-08-31,2412.95,2412.95,2412.95,,,2026-09-11 22:29:06
6bbf7edb559c46c29670,115,503,2026-09-01,2026-09-01,98.77,98.77,98.77,,,2026-09-11 22:29:06
4ce48f2a9c864c52b160,113,503,2026-09-02,2026-09-02,2861.07,2861.07,2861.07,,,2026-09-11 22:29:06
3875d181fe9849d39ac1,108,503,2026-09-03,2026-09-03,193.61,193.61,193.61,,,2026-09-11 22:29:06
a5a2f54a7cc540c0a044,112,503,2026-09-04,2026-09-04,112.39,112.39,112.39,,,2026-09-11 22:29:06
890b07f5b63d4eefaaa4,101,503,2026-09-05,2026-09-05,1761.85,1761.85,1761.85,,,2026-09-11 22:29:06
83b07d2fbfb845e08ebd,119,503,2026-09-06,2026-09-06,32.62,32.62,32.62,,,2026-09-11 22:29:06
4e8a3bc204b54e268883,118,503,2026-09-07,2026-09-07,556.27,556.27,556.27,,,2026-09-11 22:29:06
9c28e3df4bcd475ebd9b,111,503,2026-09-08,2026-09-08,69.11,69.11,69.11,,,2026-09-11 22:29:06
693f5e68cdf2494ba134,115,503,2026-09-09,2026-09-09,849.7,849.7,849.7,,,2026-09-11 22:29:06
fd0fb8eda7c4485fa204,112,503,2026-08-11,2026-08-11,760.72,760.72,760.72,,,2026-09-11 22:29:06
5849cfe70c0a430f9943,111,503,2026-08-12,2026-08-12,2105.4,2105.4,2105.4,,,2026-09-11 22:29:06
8df34f53f40b4fbd800f,102,503,2026-08-13,2026-08-13,351.19,351.19,351.19,,,2026-09-11 22:29:06
091a5de36f804f4bb260,110,503,2026-08-14,2026-08-14,919.48,919.48,919.48,,,2026-09-11 22:29:06
d4574022c8894686a12f,106,503,2026-08-15,2026-08-15,1001.07,1001.07,1001.07,,,2026-09-11 22:29:06
81d9f135291245f5b979,104,503,2026-08-16,2026-08-16,319.32,319.32,319.32,,,2026-09-11 22:29:06
d663eb20c0a54c508fdc,113,503,2026-08-17,2026-08-17,164.05,164.05,164.05,,,2026-09-11 22:29:06
f0d7d24a6ef84f548b46,114,503,2026-08-18,2026-08-18,1306.16,1306.16,1306.16,,,2026-09-11 22:29:06
8aa440edf8a54283a25b,115,503,2026-08-19,2026-08-19,1713.09,1713.09,1713.09,,,2026-09-11 22:29:06
0d8635fd8a4f4bc2999d,118,503,2026-08-20,2026-08-20,84.58,84.58,84.58,,,2026-09-11 22:29:06
5f12d96553ea48c68ac1,113,503,2026-08-21,2026-08-21,3765.82,3765.82,3765.82,,,2026-09-11 22:29:06
a940e0d6916d4b2da7f8,114,503,2026-08-22,2026-08-22,2504.63,2504.63,2504.63,,,2026-09-11 22:29:06
c7eb290f0a3a4af78d8a,109,503,2026-08-23,2026-08-23,778.79,778.79,778.79,,,2026-09-11 22:29:06
899b12196c034f748dda,111,503,2026-08-24,2026-08-24,359.13,359.13,359.13,,,2026-09-11 22:29:06
4234cf2a0f63409e9582,120,503,2026-08-25,2026-08-25,2035.03,2035.03,2035.03,,,2026-09-11 22:29:06
48d9fa31bed746eaa2c1,112,503,2026-08-26,2026-08-26,2139.6,2139.6,2139.6,,,2026-09-11 22:29:06
39e695ad26aa4b4c9e76,103,503,2026-08-27,2026-08-27,2317.75,2317.75,2317.75,,,2026-09-11 22:29:06
3cd91ab5d89e4eacba07,114,503,2026-08-28,2026-08-28,2503.45,2503.45,2503.45,,,2026-09-11 22:29:06
1311bdd76dde42068b72,104,503,2026-08-29,2026-08-29,39.86,39.86,39.86,,,2026-09-11 22:29:06
b95979f47eee4054ac9c,109,503,2026-08-30,2026-08-30,1852.88,1852.88,1852.88,,,2026-09-11 22:29:06
8ff3f656c492467aa04c,111,503,2026-08-31,2026-08-31,2024.78,2024.78,2024.78,,,2026-09-11 22:29:06
0a4094bbe1b749228c5f,113,503,2026-09-01,2026-09-01,2061.28,2061.28,2061.28,,,2026-09-11 22:29:06
9d15fa44310f4e6087a1,115,503,2026-09-02,2026-09-02,2816.84,2816.84,2816.84,,,2026-09-11 22:29:06
7cda39d9e479449b971a,115,503,2026-09-03,2026-09-03,359.47,359.47,359.47,,,2026-09-11 22:29:06
ebf05a224ccd40c29803,117,503,2026-09-04,2026-09-04,1858.22,1858.22,1858.22,,,2026-09-11 22:29:06
bf7bf410fb56404c968e,105,503,2026-09-05,2026-09-05,1483.3,1483.3,1483.3,,,2026-09-11 22:29:06
0235b056079e41c59873,104,503,2026-09-06,2026-09-06,847.84,847.84,847.84,,,2026-09-11 22:29:06
ee62f7b6797745cda164,116,503,2026-09-07,2026-09-07,49.45,49.45,49.45,,,2026-09-11 22:29:06
f8f31d9b9cad49a29bb0,109,503,2026-09-08,2026-09-08,461.34,461.34,461.34,,,2026-09-11 22:29:06
126665caccb148efa246,106,503,2026-09-09,2026-09-09,1964.59,1964.59,1964.59,,,2026-09-11 22:29:06
8009166085084cf481d3,106,503,2026-08-11,2026-08-11,3317.53,3317.53,3317.53,,,2026-09-11 22:29:06
e75086ab5f144a60a51b,101,503,2026-08-12,2026-08-12,988.3,988.3,988.3,,,2026-09-11 22:29:06
80fe6d471fbe4a1dae0c,113,503,2026-08-13,2026-08-13,716.26,716.26,716.26,,,2026-09-11 22:29:06
5e3a082bf1a7414691a3,113,503,2026-08-14,2026-08-14,2336.3,2336.3,2336.3,,,2026-09-11 22:29:06
fe83ed5cc8a74f7d80c0,117,503,2026-08-15,2026-08-15,1982.44,1982.44,1982.44,,,2026-09-11 22:29:06
8b4e073255aa4cc0bfb0,112,503,2026-08-16,2026-08-16,214.71,214.71,214.71,,,2026-09-11 22:29:06
4425a4341b634cccab55,109,503,2026-08-17,2026-08-17,298.01,298.01,298.01,,,2026-09-11 22:29:06
353552273cca4882aa80,111,503,2026-08-18,2026-08-18,20.03,20.03,20.03,,,2026-09-11 22:29:06
cde83116f8034cfdb8d4,113,503,2026-08-19,2026-08-19,743.83,743.83,743.83,,,2026-09-11 22:29:06
5f36d252f0e4486ea317,109,503,2026-08-20,2026-08-20,480.18,480.18,480.18,,,2026-09-11 22:29:06
e93e169995d044af8328,105,503,2026-08-21,2026-08-21,2662.63,2662.63,2662.63,,,2026-09-11 22:29:06
91de5a26d1ca44e387c9,101,503,2026-08-22,2026-08-22,509.04,509.04,509.04,,,2026-09-11 22:29:06
8a1f500293994bd8b9d1,103,503,2026-08-23,2026-08-23,2568.89,2568.89,2568.89,,,2026-09-11 22:29:06
3200dd52bdc74a01969c,101,503,2026-08-24,2026-08-24,495.72,495.72,495.72,,,2026-09-11 22:29:06
b2a32acf1f324e6883ac,106,503,2026-08-25,2026-08-25,230.19,230.19,230.19,,,2026-09-11 22:29:06
c84281bbe8c64e20b4bf,102,503,2026-08-26,2026-08-26,2723.06,2723.06,2723.06,,,2026-09-11 22:29:06
f35f476a3a74485d898f,110,503,2026-08-27,2026-08-27,3098.38,3098.38,3098.38,,,2026-09-11 22:29:06
ee38a45012ae46a68857,101,503,2026-08-28,2026-08-28,785.05,785.05,785.05,,,2026-09-11 22:29:06
ffa29ed263714d2fa254,101,503,2026-08-29,2026-08-29,197.59,197.59,197.59,,,2026-09-11 22:29:06
d9556a233f694a76bb3b,101,503,2026-08-30,2026-08-30,1961.49,1961.49,1961.49,,,2026-09-11 22:29:06
98d088289240499ba3b5,118,503,2026-08-31,2026-08-31,247.92,247.92,247.92,,,2026-09-11 22:29:06
84ceff501275456ab932,113,503,2026-09-01,2026-09-01,2957.36,2957.36,2957.36,,,2026-09-11 22:29:06
54e3e00124634a529755,109,503,2026-09-02,2026-09-02,3179.47,3179.47,3179.47,,,2026-09-11 22:29:06
9d615753016d478d9aa6,108,503,2026-09-03,2026-09-03,349.89,349.89,349.89,,,2026-09-11 22:29:06
dd8d08bcef80452dbe07,119,503,2026-09-04,2026-09-04,2944.31,2944.31,2944.31,,,2026-09-11 22:29:06
1937e0c1a36f4f23915c,119,503,2026-09-05,2026-09-05,1259.5,1259.5,1259.5,,,2026-09-11 22:29:06
fb5d5173dbba427e9a61,116,503,2026-09-06,2026-09-06,2158.93,2158.93,2158.93,,,2026-09-11 22:29:06
4482c82d8a0e45babafb,101,503,2026-09-07,2026-09-07,409.54,409.54,409.54,,,2026-09-11 22:29:06
0c57d13b064d47a1b89b,108,503,2026-09-08,2026-09-08,527.61,527.61,527.61,,,2026-09-11 22:29:06
d606ce4caad8491e80b1,118,503,2026-09-09,2026-09-09,1422.05,1422.05,1422.05,,,2026-09-11 22:29:06
a3338cfe7c044dfd8673,102,504,2026-08-11,2026-08-11,3335.68,3335.68,3335.68,,,2026-09-11 22:29:06
7c60161611fb4b078b6d,102,504,2026-08-12,2026-08-12,262.57,262.57,262.57,,,2026-09-11 22:29:06
921694b3ab98459abd2e,107,504,2026-08-13,2026-08-13,1922.58,1922.58,1922.58,,,2026-09-11 22:29:06
085a905eba894ee98e65,105,504,2026-08-14,2026-08-14,2270.63,2270.63,2270.63,,,2026-09-11 22:29:06
6c39e766816544c8bacc,111,504,2026-08-15,2026-08-15,137.8,137.8,137.8,,,2026-09-11 22:29:06
746dfd83a3b9409ea045,111,504,2026-08-16,2026-08-16,1497,1497,1497,,,2026-09-11 22:29:06
2ca48063479b428982d8,105,504,2026-08-17,2026-08-17,2521.73,2521.73,2521.73,,,2026-09-11 22:29:06
06c71709a0b341bcb0ef,117,504,2026-08-18,2026-08-18,2796.07,2796.07,2796.07,,,2026-09-11 22:29:06
1b546f323fd04f25be2b,120,504,2026-08-19,2026-08-19,216.19,216.19,216.19,,,2026-09-11 22:29:06
72763dcc2d5e4eec94f4,105,504,2026-08-20,2026-08-20,4511.77,4511.77,4511.77,,,2026-09-11 22:29:06
3db0844d86874e3ead6e,118,504,2026-08-21,2026-08-21,553,553,553,,,2026-09-11 22:29:06
bb3c481629ad46d59d8d,106,504,2026-08-22,2026-08-22,62.07,62.07,62.07,,,2026-09-11 22:29:06
90ef9eea1ee34bd68959,102,504,2026-08-23,2026-08-23,1658.72,1658.72,1658.72,,,2026-09-11 22:29:06
7a9952756646441e8d0b,115,504,2026-08-24,2026-08-24,2754.37,2754.37,2754.37,,,2026-09-11 22:29:06
724ae76262734c0e81ea,108,504,2026-08-25,2026-08-25,1324.93,1324.93,1324.93,,,2026-09-11 22:29:06
a7d1f0186e064728a814,120,504,2026-08-26,2026-08-26,1856.21,1856.21,1856.21,,,2026-09-11 22:29:06
0dcd91c2fec748cebd35,104,504,2026-08-27,2026-08-27,1103.45,1103.45,1103.45,,,2026-09-11 22:29:06
4078e290e3534faa82c0,109,504,2026-08-28,2026-08-28,1467.42,1467.42,1467.42,,,2026-09-11 22:29:06
2b60bb9f439c44d7a960,101,504,2026-08-29,2026-08-29,150.37,150.37,150.37,,,2026-09-11 22:29:06
01efcf7860f44218be81,117,504,2026-08-30,2026-08-30,206.18,206.18,206.18,,,2026-09-11 22:29:06
2bff3419a85748d5b842,116,504,2026-08-31,2026-08-31,354.3,354.3,354.3,,,2026-09-11 22:29:06
c2f88bfb9bdc4f458353,116,504,2026-09-01,2026-09-01,532.42,532.42,532.42,,,2026-09-11 22:29:06
0ca72aa366404bcab934,111,504,2026-09-02,2026-09-02,1360.2,1360.2,1360.2,,,2026-09-11 22:29:06
a33f336fdbd34bd5949f,103,504,2026-09-03,2026-09-03,1022.82,1022.82,1022.82,,,2026-09-11 22:29:06
3250b184e691423d84dd,108,504,2026-09-04,2026-09-04,1038.66,1038.66,1038.66,,,2026-09-11 22:29:06
57dbb57ac63c43d1aba5,102,504,2026-09-05,2026-09-05,682.27,682.27,682.27,,,2026-09-11 22:29:06
50e74471dee64fda9f44,119,504,2026-09-06,2026-09-06,183.6,183.6,183.6,,,2026-09-11 22:29:06
9ee2ec908b534772af3b,114,504,2026-09-07,2026-09-07,1790.53,1790.53,1790.53,,,2026-09-11 22:29:06
1e75501226ab461d83d9,106,504,2026-09-08,2026-09-08,3286.2,3286.2,3286.2,,,2026-09-11 22:29:06
20eae88aeb664a6b9ce0,110,504,2026-09-09,2026-09-09,1609.26,1609.26,1609.26,,,2026-09-11 22:29:06
9b88dae479634f40acf0,113,504,2026-08-11,2026-08-11,1577.62,1577.62,1577.62,,,2026-09-11 22:29:06
44ee97888d85420f8986,114,504,2026-08-12,2026-08-12,3151.4,3151.4,3151.4,,,2026-09-11 22:29:06
0c2c59eacea54a919b1b,119,504,2026-08-13,2026-08-13,27.48,27.48,27.48,,,2026-09-11 22:29:06
9156bb74cf4e4c7ab321,116,504,2026-08-14,2026-08-14,4801.69,4801.69,4801.69,,,2026-09-11 22:29:06
658fc46629904ee78250,106,504,2026-08-15,2026-08-15,287.06,287.06,287.06,,,2026-09-11 22:29:06
2cc192ac01f8400fb3ba,107,504,2026-08-16,2026-08-16,1768.47,1768.47,1768.47,,,2026-09-11 22:29:06
1ca76632df4246b2ad8e,113,504,2026-08-17,2026-08-17,2496.77,2496.77,2496.77,,,2026-09-11 22:29:06
ec7c0aeabe984aee8481,108,504,2026-08-18,2026-08-18,2321.42,2321.42,2321.42,,,2026-09-11 22:29:06
24b2e1abc52a48fc930b,103,504,2026-08-19,2026-08-19,43.92,43.92,43.92,,,2026-09-11 22:29:06
b10af97cf2ff489b9bfe,102,504,2026-08-20,2026-08-20,879.64,879.64,879.64,,,2026-09-11 22:29:06
70f3fb72b013441e8805,105,504,2026-08-21,2026-08-21,87.09,87.09,87.09,,,2026-09-11 22:29:06
631dd3211be74a9494e3,107,504,2026-08-22,2026-08-22,16.14,16.14,16.14,,,2026-09-11 22:29:06
dc32007272744f678e93,113,504,2026-08-23,2026-08-23,1396.08,1396.08,1396.08,,,2026-09-11 22:29:06
c18869b22a204d78b8b8,116,504,2026-08-24,2026-08-24,3260.26,3260.26,3260.26,,,2026-09-11 22:29:06
fba1af0c092c485786ae,105,504,2026-08-25,2026-08-25,5265.03,5265.03,5265.03,,,2026-09-11 22:29:06
abac63540e38439d87d7,108,504,2026-08-26,2026-08-26,664.58,664.58,664.58,,,2026-09-11 22:29:06
6a313311dcd34e97b17d,120,504,2026-08-27,2026-08-27,657.17,657.17,657.17,,,2026-09-11 22:29:06
b6435cd6da0346a880eb,104,504,2026-08-28,2026-08-28,236.45,236.45,236.45,,,2026-09-11 22:29:06
86f4887f064a4a56beba,116,504,2026-08-29,2026-08-29,1934.68,1934.68,1934.68,,,2026-09-11 22:29:06
32821655c4c0421b9565,113,504,2026-08-30,2026-08-30,1263.55,1263.55,1263.55,,,2026-09-11 22:29:06
bf0cc864d3df4e58b37c,105,504,2026-08-31,2026-08-31,710.6,710.6,710.6,,,2026-09-11 22:29:06
fffaf43850f64042a88b,112,504,2026-09-01,2026-09-01,947.46,947.46,947.46,,,2026-09-11 22:29:06
4bf89f691afa4fef9507,116,504,2026-09-02,2026-09-02,4458.35,4458.35,4458.35,,,2026-09-11 22:29:06
c8ce48e2ffa14968b88f,117,504,2026-09-03,2026-09-03,5239.84,5239.84,5239.84,,,2026-09-11 22:29:06
49f4abb42e56473da3ec,104,504,2026-09-04,2026-09-04,1232.73,1232.73,1232.73,,,2026-09-11 22:29:06
f99d80dbbe5044298b14,110,504,2026-09-05,2026-09-05,2837.37,2837.37,2837.37,,,2026-09-11 22:29:06
5a17e6a5f773417495e9,109,504,2026-09-06,2026-09-06,2221.2,2221.2,2221.2,,,2026-09-11 22:29:06
fc168958f48c4d80ba52,103,504,2026-09-07,2026-09-07,159.67,159.67,159.67,,,2026-09-11 22:29:06
5c36529b135b45bf914b,113,504,2026-09-08,2026-09-08,3375.43,3375.43,3375.43,,,2026-09-11 22:29:06
753888da952745ccae31,112,504,2026-09-09,2026-09-09,2570.5,2570.5,2570.5,,,2026-09-11 22:29:06
679f4cf69952471bb3e8,113,504,2026-08-11,2026-08-11,1569.43,1569.43,1569.43,,,2026-09-11 22:29:06
f4fed7af1d4949bcb113,115,504,2026-08-12,2026-08-12,4190.83,4190.83,4190.83,,,2026-09-11 22:29:06
45806c41619c4bc0b48a,119,504,2026-08-13,2026-08-13,198.15,198.15,198.15,,,2026-09-11 22:29:06
e340bff16c97488087ed,107,504,2026-08-14,2026-08-14,1169.05,1169.05,1169.05,,,2026-09-11 22:29:06
a49dcae9af7e463fb008,109,504,2026-08-15,2026-08-15,1828.27,1828.27,1828.27,,,2026-09-11 22:29:06
15092fabdc1844b8a2ea,118,504,2026-08-16,2026-08-16,1260.11,1260.11,1260.11,,,2026-09-11 22:29:06
e0cdb22b17734ed8bb8c,115,504,2026-08-17,2026-08-17,1979.43,1979.43,1979.43,,,2026-09-11 22:29:06
7384c7a9af844f93a0a3,119,504,2026-08-18,2026-08-18,989.24,989.24,989.24,,,2026-09-11 22:29:06
f8a142decf354f2e9cd3,101,504,2026-08-19,2026-08-19,445.96,445.96,445.96,,,2026-09-11 22:29:06
953030807bb840c89b1d,115,504,2026-08-20,2026-08-20,703.38,703.38,703.38,,,2026-09-11 22:29:06
c53377d6a90b4f9fa071,120,504,2026-08-21,2026-08-21,1765.28,1765.28,1765.28,,,2026-09-11 22:29:06
26b8adc6f60b41d2af2c,120,504,2026-08-22,2026-08-22,1370.36,1370.36,1370.36,,,2026-09-11 22:29:06
fb2c31b2eb3b4f0a8ff7,102,504,2026-08-23,2026-08-23,1370.34,1370.34,1370.34,,,2026-09-11 22:29:06
8d56d2790d7a4205be1d,112,504,2026-08-24,2026-08-24,4254.72,4254.72,4254.72,,,2026-09-11 22:29:06
d35a68ea0f70461e9433,107,504,2026-08-25,2026-08-25,125.15,125.15,125.15,,,2026-09-11 22:29:06
00b88dcbc05a40ed8d25,120,504,2026-08-26,2026-08-26,2389.62,2389.62,2389.62,,,2026-09-11 22:29:06
693d70a6a91b4bf39040,109,504,2026-08-27,2026-08-27,2010.08,2010.08,2010.08,,,2026-09-11 22:29:06
7fa24da217fb445cadfb,109,504,2026-08-28,2026-08-28,2076.7,2076.7,2076.7,,,2026-09-11 22:29:06
b04eed3d43814ba7a016,118,504,2026-08-29,2026-08-29,2055.73,2055.73,2055.73,,,2026-09-11 22:29:06
d8ad97236dde4927ac1c,107,504,2026-08-30,2026-08-30,44.74,44.74,44.74,,,2026-09-11 22:29:06
95fb5b6484cd4a73bb45,110,504,2026-08-31,2026-08-31,1459.71,1459.71,1459.71,,,2026-09-11 22:29:06
f98b74731c4a4b218ab6,118,504,2026-09-01,2026-09-01,1684.83,1684.83,1684.83,,,2026-09-11 22:29:06
10ca933e7f1e45799570,117,504,2026-09-02,2026-09-02,1336.58,1336.58,1336.58,,,2026-09-11 22:29:06
5714c2588124496bb4d8,120,504,2026-09-03,2026-09-03,1124.79,1124.79,1124.79,,,2026-09-11 22:29:06
7eaec275bcc54ba9a535,102,504,2026-09-04,2026-09-04,251.63,251.63,251.63,,,2026-09-11 22:29:06
2d7c7ba4c72e4cc3a51f,115,504,2026-09-05,2026-09-05,858.54,858.54,858.54,,,2026-09-11 22:29:06
91943a137484454ba0c0,104,504,2026-09-06,2026-09-06,279.04,279.04,279.04,,,2026-09-11 22:29:06
e943dd7a5abd4fbca350,120,504,2026-09-07,2026-09-07,1366.56,1366.56,1366.56,,,2026-09-11 22:29:06
a22f0c29cd32438aabc9,119,504,2026-09-08,2026-09-08,937.44,937.44,937.44,,,2026-09-11 22:29:06
dd2d0053a70a4e658e8f,117,504,2026-09-09,2026-09-09,1435.71,1435.71,1435.71,,,2026-09-11 22:29:06
5df1cf8f9f334c388b67,112,504,2026-08-11,2026-08-11,3497.48,3497.48,3497.48,,,2026-09-11 22:29:06
ae076f59ebef46d49d51,117,504,2026-08-12,2026-08-12,4679.67,4679.67,4679.67,,,2026-09-11 22:29:06
de411bb55f18457ebbb7,120,504,2026-08-13,2026-08-13,565.48,565.48,565.48,,,2026-09-11 22:29:06
49000b26b72343e5b631,118,504,2026-08-14,2026-08-14,234.92,234.92,234.92,,,2026-09-11 22:29:06
0debede7fa96402faaf2,118,504,2026-08-15,2026-08-15,1613.51,1613.51,1613.51,,,2026-09-11 22:29:06
111702a2c0e747db88ed,104,504,2026-08-16,2026-08-16,1805.48,1805.48,1805.48,,,2026-09-11 22:29:06
e9f0456f5fda41629d57,107,504,2026-08-17,2026-08-17,941.8,941.8,941.8,,,2026-09-11 22:29:06
96000711e6114dd7921d,113,504,2026-08-18,2026-08-18,2175.36,2175.36,2175.36,,,2026-09-11 22:29:06
16d663ee2f9e49a68ef3,120,504,2026-08-19,2026-08-19,1562.77,1562.77,1562.77,,,2026-09-11 22:29:06
37e6e3a189844658be5e,117,504,2026-08-20,2026-08-20,4544.24,4544.24,4544.24,,,2026-09-11 22:29:06
24f84028904c403b8637,111,504,2026-08-21,2026-08-21,256.43,256.43,256.43,,,2026-09-11 22:29:06
9e2d10ed93df4d6f91e6,109,504,2026-08-22,2026-08-22,142.49,142.49,142.49,,,2026-09-11 22:29:06
a876d0ac741f4e06b5f8,119,504,2026-08-23,2026-08-23,1744.7,1744.7,1744.7,,,2026-09-11 22:29:06
