purchase_order_id,item_vendor,department,item_nbr,warehouse_nbr,receipt_date,receiving_seq_nbr,order_qty,received_qty,update_timestamp
100602026,506,20,100602,108,2026-09-05,26,15,15,2026-09-11 22:29:06
100602027,506,14,100602,105,2026-09-06,27,36,36,2026-09-11 22:29:06
100602028,506,26,100602,104,2026-09-07,28,78,78,2026-09-11 22:29:06
100602029,506,20,100602,113,2026-09-08,29,34,34,2026-09-11 22:29:06
100602030,506,27,100602,102,2026-09-09,30,62,62,2026-09-11 22:29:06
100603001,506,27,100603,119,2026-08-11,1,81,81,2026-09-11 22:29:06
100603002,506,20,100603,101,2026-08-12,2,80,80,2026-09-11 22:29:06
100603003,506,15,100603,111,2026-08-13,3,22,22,2026-09-11 22:29:06
100603004,506,20,100603,109,2026-08-14,4,20,20,2026-09-11 22:29:06
100603005,506,15,100603,117,2026-08-15,5,34,34,2026-09-11 22:29:06
100603006,506,24,100603,118,2026-08-16,6,76,76,2026-09-11 22:29:06
100603007,506,29,100603,105,2026-08-17,7,4,4,2026-09-11 22:29:06
100603008,506,22,100603,111,2026-08-18,8,94,94,2026-09-11 22:29:06
100603009,506,27,100603,102,2026-08-19,9,29,29,2026-09-11 22:29:06
100603010,506,12,100603,111,2026-08-20,10,26,26,2026-09-11 22:29:06
100603011,506,28,100603,103,2026-08-21,11,30,30,2026-09-11 22:29:06
100603012,506,13,100603,108,2026-08-22,12,82,82,2026-09-11 22:29:06
100603013,506,12,100603,116,2026-08-23,13,3,3,2026-09-11 22:29:06
100603014,506,18,100603,111,2026-08-24,14,47,47,2026-09-11 22:29:06
100603015,506,29,100603,116,2026-08-25,15,5,5,2026-09-11 22:29:06
100603016,506,23,100603,114,2026-08-26,16,91,91,2026-09-11 22:29:06
100603017,506,21,100603,101,2026-08-27,17,59,59,2026-09-11 22:29:06
100603018,506,17,100603,112,2026-08-28,18,81,81,2026-09-11 22:29:06
100603019,506,16,100603,110,2026-08-29,19,99,99,2026-09-11 22:29:06
100603020,506,19,100603,104,2026-08-30,20,11,11,2026-09-11 22:29:06
100603021,506,10,100603,109,2026-08-31,21,44,44,2026-09-11 22:29:06
100603022,506,14,100603,102,2026-09-01,22,10,10,2026-09-11 22:29:06
100603023,506,27,100603,117,2026-09-02,23,14,14,2026-09-11 22:29:06
100603024,506,23,100603,117,2026-09-03,24,59,59,2026-09-11 22:29:06
100603025,506,13,100603,118,2026-09-04,25,68,68,2026-09-11 22:29:06
100603026,506,26,100603,109,2026-09-05,26,99,99,2026-09-11 22:29:06
100603027,506,21,100603,112,2026-09-06,27,96,96,2026-09-11 22:29:06
100603028,506,25,100603,110,2026-09-07,28,75,75,2026-09-11 22:29:06
100603029,506,25,100603,107,2026-09-08,29,4,4,2026-09-11 22:29:06
100603030,506,18,100603,106,2026-09-09,30,67,67,2026-09-11 22:29:06
100604001,506,22,100604,116,2026-08-11,1,95,95,2026-09-11 22:29:06
100604002,506,29,100604,120,2026-08-12,2,62,62,2026-09-11 22:29:06
100604003,506,29,100604,104,2026-08-13,3,51,51,2026-09-11 22:29:06
100604004,506,28,100604,102,2026-08-14,4,49,49,2026-09-11 22:29:06
100604005,506,16,100604,101,2026-08-15,5,96,96,2026-09-11 22:29:06
100604006,506,25,100604,103,2026-08-16,6,45,45,2026-09-11 22:29:06
100604007,506,25,100604,107,2026-08-17,7,64,64,2026-09-11 22:29:06
100604008,506,22,100604,119,2026-08-18,8,39,39,2026-09-11 22:29:06
100604009,506,26,100604,114,2026-08-19,9,92,92,2026-09-11 22:29:06
100604010,506,16,100604,119,2026-08-20,10,65,65,2026-09-11 22:29:06
100604011,506,24,100604,114,2026-08-21,11,63,63,2026-09-11 22:29:06
100604012,506,19,100604,112,2026-08-22,12,73,73,2026-09-11 22:29:06
100604013,506,15,100604,109,2026-08-23,13,23,23,2026-09-11 22:29:06
100604014,506,15,100604,112,2026-08-24,14,56,56,2026-09-11 22:29:06
100604015,506,10,100604,113,2026-08-25,15,77,77,2026-09-11 22:29:06
100604016,506,12,100604,115,2026-08-26,16,56,56,2026-09-11 22:29:06
100604017,506,21,100604,119,2026-08-27,17,23,23,2026-09-11 22:29:06
100604018,506,12,100604,112,2026-08-28,18,8,8,2026-09-11 22:29:06
100604019,506,22,100604,104,2026-08-29,19,15,15,2026-09-11 22:29:06
100604020,506,16,100604,119,2026-08-30,20,75,75,2026-09-11 22:29:06
100604021,506,26,100604,101,2026-08-31,21,63,63,2026-09-11 22:29:06
100604022,506,14,100604,114,2026-09-01,22,54,54,2026-09-11 22:29:06
100604023,506,18,100604,113,2026-09-02,23,90,90,2026-09-11 22:29:06
100604024,506,15,100604,104,2026-09-03,24,14,14,2026-09-11 22:29:06
100604025,506,16,100604,117,2026-09-04,25,44,44,2026-09-11 22:29:06
100604026,506,21,100604,115,2026-09-05,26,82,82,2026-09-11 22:29:06
100604027,506,25,100604,117,2026-09-06,27,20,20,2026-09-11 22:29:06
100604028,506,19,100604,107,2026-09-07,28,24,24,2026-09-11 22:29:06
100604029,506,19,100604,119,2026-09-08,29,7,7,2026-09-11 22:29:06
100604030,506,23,100604,112,2026-09-09,30,34,34,2026-09-11 22:29:06
100605001,506,27,100605,112,2026-08-11,1,27,27,2026-09-11 22:29:06
100605002,506,18,100605,101,2026-08-12,2,85,85,2026-09-11 22:29:06
100605003,506,18,100605,112,2026-08-13,3,79,79,2026-09-11 22:29:06
100605004,506,18,100605,110,2026-08-14,4,41,41,2026-09-11 22:29:06
100605005,506,18,100605,114,2026-08-15,5,89,89,2026-09-11 22:29:06
100605006,506,26,100605,120,2026-08-16,6,85,85,2026-09-11 22:29:06
100605007,506,26,100605,105,2026-08-17,7,99,99,2026-09-11 22:29:06
100605008,506,26,100605,110,2026-08-18,8,38,38,2026-09-11 22:29:06
100605009,506,20,100605,112,2026-08-19,9,42,42,2026-09-11 22:29:06
100605010,506,23,100605,109,2026-08-20,10,63,63,2026-09-11 22:29:06
100605011,506,28,100605,106,2026-08-21,11,91,91,2026-09-11 22:29:06
100605012,506,13,100605,110,2026-08-22,12,57,57,2026-09-11 22:29:06
100605013,506,28,100605,115,2026-08-23,13,91,91,2026-09-11 22:29:06
100605014,506,17,100605,112,2026-08-24,14,61,61,2026-09-11 22:29:06
100605015,506,10,100605,116,2026-08-25,15,73,73,2026-09-11 22:29:06
100605016,506,11,100605,107,2026-08-26,16,100,100,2026-09-11 22:29:06
100605017,506,21,100605,108,2026-08-27,17,43,43,2026-09-11 22:29:06
100605018,506,21,100605,120,2026-08-28,18,30,30,2026-09-11 22:29:06
100605019,506,18,100605,120,2026-08-29,19,27,27,2026-09-11 22:29:06
100605020,506,19,100605,107,2026-08-30,20,38,38,2026-09-11 22:29:06
100605021,506,13,100605,117,2026-08-31,21,4,4,2026-09-11 22:29:06
100605022,506,22,100605,108,2026-09-01,22,79,79,2026-09-11 22:29:06
100605023,506,18,100605,115,2026-09-02,23,71,71,2026-09-11 22:29:06
100605024,506,10,100605,120,2026-09-03,24,18,18,2026-09-11 22:29:06
100605025,506,18,100605,106,2026-09-04,25,92,92,2026-09-11 22:29:06
100605026,506,28,100605,108,2026-09-05,26,56,56,2026-09-11 22:29:06
100605027,506,25,100605,119,2026-09-06,27,46,46,2026-09-11 22:29:06
100605028,506,22,100605,110,2026-09-07,28,3,3,2026-09-11 22:29:06
100605029,506,11,100605,103,2026-09-08,29,17,17,2026-09-11 22:29:06
100605030,506,24,100605,103,2026-09-09,30,18,18,2026-09-11 22:29:06
100606001,506,15,100606,102,2026-08-11,1,74,74,2026-09-11 22:29:06
100606002,506,20,100606,120,2026-08-12,2,57,57,2026-09-11 22:29:06
100606003,506,28,100606,111,2026-08-13,3,3,3,2026-09-11 22:29:06
100606004,506,21,100606,106,2026-08-14,4,37,37,2026-09-11 22:29:06
100606005,506,26,100606,112,2026-08-15,5,54,54,2026-09-11 22:29:06
100606006,506,17,100606,113,2026-08-16,6,99,99,2026-09-11 22:29:06
100606007,506,20,100606,103,2026-08-17,7,24,24,2026-09-11 22:29:06
100606008,506,27,100606,106,2026-08-18,8,78,78,2026-09-11 22:29:06
100606009,506,19,100606,103,2026-08-19,9,22,22,2026-09-11 22:29:06
100606010,506,23,100606,114,2026-08-20,10,10,10,2026-09-11 22:29:06
100606011,506,10,100606,109,2026-08-21,11,26,26,2026-09-11 22:29:06
100606012,506,19,100606,102,2026-08-22,12,55,55,2026-09-11 22:29:06
100606013,506,18,100606,115,2026-08-23,13,88,88,2026-09-11 22:29:06
100606014,506,15,100606,109,2026-08-24,14,51,51,2026-09-11 22:29:06
100606015,506,26,100606,111,2026-08-25,15,47,47,2026-09-11 22:29:06
100606016,506,29,100606,108,2026-08-26,16,5,5,2026-09-11 22:29:06
100606017,506,27,100606,108,2026-08-27,17,10,10,2026-09-11 22:29:06
100606018,506,24,100606,105,2026-08-28,18,20,20,2026-09-11 22:29:06
100606019,506,21,100606,111,2026-08-29,19,41,41,2026-09-11 22:29:06
100606020,506,13,100606,117,2026-08-30,20,19,19,2026-09-11 22:29:06
100606021,506,26,100606,118,2026-08-31,21,36,36,2026-09-11 22:29:06
100606022,506,19,100606,109,2026-09-01,22,68,68,2026-09-11 22:29:06
100606023,506,23,100606,104,2026-09-02,23,68,68,2026-09-11 22:29:06
100606024,506,11,100606,118,2026-09-03,24,28,28,2026-09-11 22:29:06
100606025,506,28,100606,104,2026-09-04,25,34,34,2026-09-11 22:29:06
100606026,506,26,100606,120,2026-09-05,26,5,5,2026-09-11 22:29:06
100606027,506,10,100606,115,2026-09-06,27,9,9,2026-09-11 22:29:06
100606028,506,10,100606,101,2026-09-07,28,17,17,2026-09-11 22:29:06
100606029,506,20,100606,113,2026-09-08,29,85,85,2026-09-11 22:29:06
100606030,506,29,100606,111,2026-09-09,30,43,43,2026-09-11 22:29:06
100607001,506,17,100607,116,2026-08-11,1,48,48,2026-09-11 22:29:06
100607002,506,26,100607,113,2026-08-12,2,72,72,2026-09-11 22:29:06
100607003,506,10,100607,102,2026-08-13,3,72,72,2026-09-11 22:29:06
100607004,506,12,100607,119,2026-08-14,4,70,70,2026-09-11 22:29:06
100607005,506,22,100607,117,2026-08-15,5,4,4,2026-09-11 22:29:06
100607006,506,13,100607,120,2026-08-16,6,86,86,2026-09-11 22:29:06
100607007,506,11,100607,113,2026-08-17,7,13,13,2026-09-11 22:29:06
100607008,506,24,100607,120,2026-08-18,8,38,38,2026-09-11 22:29:06
100607009,506,18,100607,116,2026-08-19,9,30,30,2026-09-11 22:29:06
100607010,506,27,100607,107,2026-08-20,10,74,74,2026-09-11 22:29:06
100607011,506,10,100607,110,2026-08-21,11,91,91,2026-09-11 22:29:06
100607012,506,14,100607,107,2026-08-22,12,20,20,2026-09-11 22:29:06
100607013,506,26,100607,112,2026-08-23,13,4,4,2026-09-11 22:29:06
100607014,506,24,100607,103,2026-08-24,14,85,85,2026-09-11 22:29:06
100607015,506,23,100607,110,2026-08-25,15,23,23,2026-09-11 22:29:06
100607016,506,22,100607,101,2026-08-26,16,71,71,2026-09-11 22:29:06
100607017,506,26,100607,101,2026-08-27,17,60,60,2026-09-11 22:29:06
100607018,506,24,100607,103,2026-08-28,18,88,88,2026-09-11 22:29:06
100607019,506,18,100607,111,2026-08-29,19,99,99,2026-09-11 22:29:06
100607020,506,14,100607,101,2026-08-30,20,1,1,2026-09-11 22:29:06
100607021,506,27,100607,119,2026-08-31,21,97,97,2026-09-11 22:29:06
100607022,506,27,100607,110,2026-09-01,22,31,31,2026-09-11 22:29:06
100607023,506,28,100607,101,2026-09-02,23,24,24,2026-09-11 22:29:06
100607024,506,25,100607,116,2026-09-03,24,17,17,2026-09-11 22:29:06
100607025,506,13,100607,105,2026-09-04,25,93,93,2026-09-11 22:29:06
100607026,506,18,100607,101,2026-09-05,26,32,32,2026-09-11 22:29:06
100607027,506,10,100607,105,2026-09-06,27,1,1,2026-09-11 22:29:06
100607028,506,23,100607,120,2026-09-07,28,96,96,2026-09-11 22:29:06
100607029,506,27,100607,120,2026-09-08,29,84,84,2026-09-11 22:29:06
100607030,506,17,100607,105,2026-09-09,30,61,61,2026-09-11 22:29:06
100608001,506,20,100608,104,2026-08-11,1,53,53,2026-09-11 22:29:06
100608002,506,11,100608,112,2026-08-12,2,58,58,2026-09-11 22:29:06
100608003,506,18,100608,118,2026-08-13,3,43,43,2026-09-11 22:29:06
100608004,506,19,100608,114,2026-08-14,4,59,59,2026-09-11 22:29:06
100608005,506,25,100608,115,2026-08-15,5,13,13,2026-09-11 22:29:06
100608006,506,26,100608,101,2026-08-16,6,58,58,2026-09-11 22:29:06
100608007,506,25,100608,108,2026-08-17,7,61,61,2026-09-11 22:29:06
100608008,506,12,100608,117,2026-08-18,8,88,88,2026-09-11 22:29:06
100608009,506,17,100608,102,2026-08-19,9,12,12,2026-09-11 22:29:06
100608010,506,23,100608,107,2026-08-20,10,56,56,2026-09-11 22:29:06
100608011,506,24,100608,110,2026-08-21,11,38,38,2026-09-11 22:29:06
100608012,506,17,100608,108,2026-08-22,12,24,24,2026-09-11 22:29:06
100608013,506,17,100608,116,2026-08-23,13,30,30,2026-09-11 22:29:06
100608014,506,24,100608,115,2026-08-24,14,28,28,2026-09-11 22:29:06
100608015,506,25,100608,112,2026-08-25,15,1,1,2026-09-11 22:29:06
100608016,506,16,100608,112,2026-08-26,16,31,31,2026-09-11 22:29:06
100608017,506,11,100608,103,2026-08-27,17,35,35,2026-09-11 22:29:06
100608018,506,20,100608,120,2026-08-28,18,97,97,2026-09-11 22:29:06
100608019,506,21,100608,102,2026-08-29,19,72,72,2026-09-11 22:29:06
100608020,506,10,100608,106,2026-08-30,20,56,56,2026-09-11 22:29:06
100608021,506,14,100608,104,2026-08-31,21,79,79,2026-09-11 22:29:06
100608022,506,12,100608,120,2026-09-01,22,47,47,2026-09-11 22:29:06
100608023,506,24,100608,110,2026-09-02,23,50,50,2026-09-11 22:29:06
100608024,506,16,100608,106,2026-09-03,24,26,26,2026-09-11 22:29:06
100608025,506,22,100608,102,2026-09-04,25,100,100,2026-09-11 22:29:06
100608026,506,20,100608,106,2026-09-05,26,50,50,2026-09-11 22:29:06
100608027,506,20,100608,111,2026-09-06,27,95,95,2026-09-11 22:29:06
100608028,506,10,100608,113,2026-09-07,28,55,55,2026-09-11 22:29:06
100608029,506,17,100608,115,2026-09-08,29,27,27,2026-09-11 22:29:06
100608030,506,11,100608,114,2026-09-09,30,83,83,2026-09-11 22:29:06
100609001,506,28,100609,107,2026-08-11,1,57,57,2026-09-11 22:29:06
100609002,506,15,100609,106,2026-08-12,2,24,24,2026-09-11 22:29:06
100609003,506,12,100609,119,2026-08-13,3,28,28,2026-09-11 22:29:06
100609004,506,19,100609,109,2026-08-14,4,10,10,2026-09-11 22:29:06
100609005,506,24,100609,117,2026-08-15,5,34,34,2026-09-11 22:29:06
100609006,506,15,100609,119,2026-08-16,6,31,31,2026-09-11 22:29:06
100609007,506,12,100609,113,2026-08-17,7,2,2,2026-09-11 22:29:06
100609008,506,20,100609,110,2026-08-18,8,6,6,2026-09-11 22:29:06
100609009,506,12,100609,120,2026-08-19,9,27,27,2026-09-11 22:29:06
100609010,506,14,100609,115,2026-08-20,10,13,13,2026-09-11 22:29:06
100609011,506,24,100609,120,2026-08-21,11,94,94,2026-09-11 22:29:06
100609012,506,27,100609,112,2026-08-22,12,3,3,2026-09-11 22:29:06
100609013,506,27,100609,108,2026-08-23,13,74,74,2026-09-11 22:29:06
100609014,506,16,100609,101,2026-08-24,14,9,9,2026-09-11 22:29:06
100609015,506,12,100609,108,2026-08-25,15,37,37,2026-09-11 22:29:06
100609016,506,14,100609,112,2026-08-26,16,12,12,2026-09-11 22:29:06
100609017,506,29,100609,112,2026-08-27,17,13,13,2026-09-11 22:29:06
100609018,506,21,100609,113,2026-08-28,18,50,50,2026-09-11 22:29:06
100609019,506,29,100609,112,2026-08-29,19,80,80,2026-09-11 22:29:06
100609020,506,10,100609,105,2026-08-30,20,94,94,2026-09-11 22:29:06
100609021,506,23,100609,117,2026-08-31,21,63,63,2026-09-11 22:29:06
100609022,506,24,100609,116,2026-09-01,22,48,48,2026-09-11 22:29:06
100609023,506,13,100609,101,2026-09-02,23,82,82,2026-09-11 22:29:06
100609024,506,29,100609,113,2026-09-03,24,66,66,2026-09-11 22:29:06
100609025,506,25,100609,112,2026-09-04,25,18,18,2026-09-11 22:29:06
100609026,506,11,100609,111,2026-09-05,26,86,86,2026-09-11 22:29:06
100609027,506,19,100609,115,2026-09-06,27,1,1,2026-09-11 22:29:06
100609028,506,22,100609,117,2026-09-07,28,82,82,2026-09-11 22:29:06
100609029,506,16,100609,114,2026-09-08,29,41,41,2026-09-11 22:29:06
100609030,506,12,100609,112,2026-09-09,30,44,44,2026-09-11 22:29:06
100610001,506,27,100610,118,2026-08-11,1,88,88,2026-09-11 22:29:06
100610002,506,24,100610,116,2026-08-12,2,57,57,2026-09-11 22:29:06
100610003,506,15,100610,109,2026-08-13,3,83,83,2026-09-11 22:29:06
100610004,506,24,100610,116,2026-08-14,4,94,94,2026-09-11 22:29:06
100610005,506,13,100610,102,2026-08-15,5,39,39,2026-09-11 22:29:06
100610006,506,21,100610,107,2026-08-16,6,52,52,2026-09-11 22:29:06
100610007,506,19,100610,115,2026-08-17,7,75,75,2026-09-11 22:29:06
100610008,506,20,100610,102,2026-08-18,8,31,31,2026-09-11 22:29:06
100610009,506,11,100610,107,2026-08-19,9,82,82,2026-09-11 22:29:06
100610010,506,20,100610,119,2026-08-20,10,49,49,2026-09-11 22:29:06
100610011,506,13,100610,106,2026-08-21,11,58,58,2026-09-11 22:29:06
100610012,506,27,100610,103,2026-08-22,12,42,42,2026-09-11 22:29:06
100610013,506,10,100610,108,2026-08-23,13,1,1,2026-09-11 22:29:06
100610014,506,28,100610,101,2026-08-24,14,88,88,2026-09-11 22:29:06
100610015,506,25,100610,115,2026-08-25,15,75,75,2026-09-11 22:29:06
100610016,506,22,100610,106,2026-08-26,16,34,34,2026-09-11 22:29:06
100610017,506,15,100610,109,2026-08-27,17,46,46,2026-09-11 22:29:06
100610018,506,23,100610,105,2026-08-28,18,48,48,2026-09-11 22:29:06
100610019,506,19,100610,106,2026-08-29,19,35,35,2026-09-11 22:29:06
100610020,506,24,100610,101,2026-08-30,20,97,97,2026-09-11 22:29:06
100610021,506,21,100610,114,2026-08-31,21,88,88,2026-09-11 22:29:06
100610022,506,23,100610,109,2026-09-01,22,100,100,2026-09-11 22:29:06
100610023,506,18,100610,116,2026-09-02,23,49,49,2026-09-11 22:29:06
100610024,506,26,100610,106,2026-09-03,24,53,53,2026-09-11 22:29:06
100610025,506,13,100610,114,2026-09-04,25,91,91,2026-09-11 22:29:06
100610026,506,27,100610,116,2026-09-05,26,20,20,2026-09-11 22:29:06
100610027,506,25,100610,104,2026-09-06,27,32,32,2026-09-11 22:29:06
100610028,506,10,100610,120,2026-09-07,28,47,47,2026-09-11 22:29:06
100610029,506,14,100610,107,2026-09-08,29,91,91,2026-09-11 22:29:06
100610030,506,19,100610,112,2026-09-09,30,58,58,2026-09-11 22:29:06
100801001,508,19,100801,108,2026-08-11,1,93,93,2026-09-11 22:29:06
100801002,508,20,100801,119,2026-08-12,2,33,33,2026-09-11 22:29:06
100801003,508,15,100801,102,2026-08-13,3,11,11,2026-09-11 22:29:06
100801004,508,24,100801,113,2026-08-14,4,79,79,2026-09-11 22:29:06
100801005,508,16,100801,112,2026-08-15,5,49,49,2026-09-11 22:29:06
100801006,508,11,100801,102,2026-08-16,6,52,52,2026-09-11 22:29:06
100801007,508,15,100801,111,2026-08-17,7,3,3,2026-09-11 22:29:06
100801008,508,21,100801,105,2026-08-18,8,14,14,2026-09-11 22:29:06
100801009,508,15,100801,105,2026-08-19,9,18,18,2026-09-11 22:29:06
100801010,508,16,100801,106,2026-08-20,10,57,57,2026-09-11 22:29:06
100801011,508,20,100801,103,2026-08-21,11,20,20,2026-09-11 22:29:06
100801012,508,11,100801,108,2026-08-22,12,69,69,2026-09-11 22:29:06
100801013,508,29,100801,116,2026-08-23,13,83,83,2026-09-11 22:29:06
100801014,508,26,100801,113,2026-08-24,14,46,46,2026-09-11 22:29:06
100801015,508,20,100801,115,2026-08-25,15,57,57,2026-09-11 22:29:06
100801016,508,17,100801,109,2026-08-26,16,100,100,2026-09-11 22:29:06
100801017,508,14,100801,103,2026-08-27,17,92,92,2026-09-11 22:29:06
100801018,508,16,100801,106,2026-08-28,18,39,39,2026-09-11 22:29:06
100801019,508,13,100801,118,2026-08-29,19,19,19,2026-09-11 22:29:06
100801020,508,10,100801,107,2026-08-30,20,31,31,2026-09-11 22:29:06
100801021,508,18,100801,108,2026-08-31,21,31,31,2026-09-11 22:29:06
100801022,508,20,100801,109,2026-09-01,22,94,94,2026-09-11 22:29:06
100801023,508,29,100801,103,2026-09-02,23,30,30,2026-09-11 22:29:06
100801024,508,21,100801,119,2026-09-03,24,66,66,2026-09-11 22:29:06
100801025,508,13,100801,108,2026-09-04,25,11,11,2026-09-11 22:29:06
100801026,508,14,100801,109,2026-09-05,26,81,81,2026-09-11 22:29:06
100801027,508,15,100801,109,2026-09-06,27,86,86,2026-09-11 22:29:06
100801028,508,21,100801,109,2026-09-07,28,77,77,2026-09-11 22:29:06
100801029,508,11,100801,108,2026-09-08,29,77,77,2026-09-11 22:29:06
100801030,508,25,100801,120,2026-09-09,30,87,87,2026-09-11 22:29:06
100802001,508,15,100802,118,2026-08-11,1,43,43,2026-09-11 22:29:06
100802002,508,19,100802,115,2026-08-12,2,36,36,2026-09-11 22:29:06
100802003,508,23,100802,104,2026-08-13,3,80,80,2026-09-11 22:29:06
100802004,508,28,100802,116,2026-08-14,4,36,36,2026-09-11 22:29:06
100802005,508,16,100802,110,2026-08-15,5,10,10,2026-09-11 22:29:06
100802006,508,24,100802,109,2026-08-16,6,94,94,2026-09-11 22:29:06
100802007,508,15,100802,119,2026-08-17,7,69,69,2026-09-11 22:29:06
100802008,508,14,100802,112,2026-08-18,8,53,53,2026-09-11 22:29:06
100802009,508,27,100802,107,2026-08-19,9,60,60,2026-09-11 22:29:06
100802010,508,26,100802,114,2026-08-20,10,90,90,2026-09-11 22:29:06
100802011,508,21,100802,105,2026-08-21,11,7,7,2026-09-11 22:29:06
100802012,508,24,100802,103,2026-08-22,12,83,83,2026-09-11 22:29:06
100802013,508,13,100802,116,2026-08-23,13,78,78,2026-09-11 22:29:06
100802014,508,11,100802,103,2026-08-24,14,59,59,2026-09-11 22:29:06
100802015,508,23,100802,109,2026-08-25,15,40,40,2026-09-11 22:29:06
100802016,508,28,100802,105,2026-08-26,16,93,93,2026-09-11 22:29:06
100802017,508,24,100802,103,2026-08-27,17,90,90,2026-09-11 22:29:06
100802018,508,16,100802,104,2026-08-28,18,13,13,2026-09-11 22:29:06
100802019,508,29,100802,109,2026-08-29,19,74,74,2026-09-11 22:29:06
100802020,508,13,100802,101,2026-08-30,20,24,24,2026-09-11 22:29:06
100802021,508,22,100802,112,2026-08-31,21,60,60,2026-09-11 22:29:06
100802022,508,11,100802,119,2026-09-01,22,10,10,2026-09-11 22:29:06
100802023,508,25,100802,112,2026-09-02,23,43,43,2026-09-11 22:29:06
100802024,508,26,100802,110,2026-09-03,24,60,60,2026-09-11 22:29:06
100802025,508,16,100802,114,2026-09-04,25,86,86,2026-09-11 22:29:06
100802026,508,21,100802,102,2026-09-05,26,1,1,2026-09-11 22:29:06
100802027,508,12,100802,110,2026-09-06,27,47,47,2026-09-11 22:29:06
100802028,508,20,100802,103,2026-09-07,28,97,97,2026-09-11 22:29:06
100802029,508,11,100802,112,2026-09-08,29,85,85,2026-09-11 22:29:06
100802030,508,17,100802,117,2026-09-09,30,71,71,2026-09-11 22:29:06
100803001,508,29,100803,108,2026-08-11,1,2,2,2026-09-11 22:29:06
100803002,508,22,100803,108,2026-08-12,2,52,52,2026-09-11 22:29:06
100803003,508,17,100803,117,2026-08-13,3,48,48,2026-09-11 22:29:06
100803004,508,16,100803,118,2026-08-14,4,33,33,2026-09-11 22:29:06
100803005,508,16,100803,115,2026-08-15,5,29,29,2026-09-11 22:29:06
100803006,508,18,100803,109,2026-08-16,6,71,71,2026-09-11 22:29:06
100803007,508,28,100803,112,2026-08-17,7,23,23,2026-09-11 22:29:06
100803008,508,14,100803,106,2026-08-18,8,87,87,2026-09-11 22:29:06
100803009,508,23,100803,112,2026-08-19,9,19,19,2026-09-11 22:29:06
100803010,508,12,100803,116,2026-08-20,10,89,89,2026-09-11 22:29:06
100803011,508,29,100803,105,2026-08-21,11,11,11,2026-09-11 22:29:06
100803012,508,20,100803,109,2026-08-22,12,98,98,2026-09-11 22:29:06
100803013,508,28,100803,105,2026-08-23,13,94,94,2026-09-11 22:29:06
100803014,508,13,100803,106,2026-08-24,14,90,90,2026-09-11 22:29:06
100803015,508,23,100803,111,2026-08-25,15,78,78,2026-09-11 22:29:06
100803016,508,24,100803,103,2026-08-26,16,38,38,2026-09-11 22:29:06
100803017,508,17,100803,102,2026-08-27,17,12,12,2026-09-11 22:29:06
100803018,508,27,100803,102,2026-08-28,18,68,68,2026-09-11 22:29:06
100803019,508,26,100803,102,2026-08-29,19,96,96,2026-09-11 22:29:06
100803020,508,16,100803,115,2026-08-30,20,73,73,2026-09-11 22:29:06
100803021,508,22,100803,107,2026-08-31,21,31,31,2026-09-11 22:29:06
100803022,508,10,100803,113,2026-09-01,22,29,29,2026-09-11 22:29:06
100803023,508,14,100803,109,2026-09-02,23,16,16,2026-09-11 22:29:06
100803024,508,21,100803,120,2026-09-03,24,97,97,2026-09-11 22:29:06
100803025,508,17,100803,117,2026-09-04,25,55,55,2026-09-11 22:29:06
100803026,508,14,100803,108,2026-09-05,26,92,92,2026-09-11 22:29:06
100803027,508,29,100803,108,2026-09-06,27,22,22,2026-09-11 22:29:06
100803028,508,26,100803,109,2026-09-07,28,44,44,2026-09-11 22:29:06
100803029,508,27,100803,116,2026-09-08,29,34,34,2026-09-11 22:29:06
100803030,508,29,100803,104,2026-09-09,30,58,58,2026-09-11 22:29:06
100804001,508,29,100804,111,2026-08-11,1,1,1,2026-09-11 22:29:06
100804002,508,29,100804,110,2026-08-12,2,29,29,2026-09-11 22:29:06
100804003,508,12,100804,113,2026-08-13,3,100,100,2026-09-11 22:29:06
100804004,508,22,100804,101,2026-08-14,4,71,71,2026-09-11 22:29:06
100804005,508,13,100804,109,2026-08-15,5,65,65,2026-09-11 22:29:06
100804006,508,13,100804,107,2026-08-16,6,27,27,2026-09-11 22:29:06
100804007,508,17,100804,101,2026-08-17,7,25,25,2026-09-11 22:29:06
100804008,508,16,100804,104,2026-08-18,8,3,3,2026-09-11 22:29:06
100804009,508,13,100804,113,2026-08-19,9,76,76,2026-09-11 22:29:06
100804010,508,26,100804,112,2026-08-20,10,89,89,2026-09-11 22:29:06
100804011,508,21,100804,110,2026-08-21,11,62,62,2026-09-11 22:29:06
100804012,508,19,100804,110,2026-08-22,12,15,15,2026-09-11 22:29:06
100804013,508,24,100804,109,2026-08-23,13,74,74,2026-09-11 22:29:06
100804014,508,25,100804,117,2026-08-24,14,75,75,2026-09-11 22:29:06
100804015,508,14,100804,116,2026-08-25,15,37,37,2026-09-11 22:29:06
100804016,508,27,100804,111,2026-08-26,16,32,32,2026-09-11 22:29:06
100804017,508,17,100804,102,2026-08-27,17,10,10,2026-09-11 22:29:06
100804018,508,28,100804,103,2026-08-28,18,99,99,2026-09-11 22:29:06
100804019,508,21,100804,106,2026-08-29,19,78,78,2026-09-11 22:29:06
100804020,508,18,100804,108,2026-08-30,20,18,18,2026-09-11 22:29:06
100804021,508,25,100804,117,2026-08-31,21,41,41,2026-09-11 22:29:06
100804022,508,26,100804,110,2026-09-01,22,56,56,2026-09-11 22:29:06
